	92	-718	7908	-22369
	420	-204	-13970	-22369
	1892	1600	-22369	-4500
	2681	1510	-19912	17803
	150	-1187	961	22358
	-1859	-2042	21998	15958
	-516	-393	22358	-7121
	84	-43	9906	-22369
	-1581	-510	-12997	-22271
	-1313	961	-22369	-3244
	963	2097	-15422	13806
	1209	330	163	16471
	161	-1365	10573	8432
	767	-548	11610	-1463
	1493	461	6083	-8071
	398	182	-1223	-9120
	-729	87	-6051	-5199
	-548	338	-6739	87
	84	-117	-4445	3757
	860	-540	-742	4969
	1581	196	2512	3560
	1529	1261	3102	557
	1236	1245	1223	-1256
	1324	79	-240	-131
	868	-1002	797	1998
	-60	-813	4063	1387
	-68	30	6531	-3593
	232	-125	2949	-10289
	-344	-912	-7787	-12298
	-540	-502	-17640	-3680
	133	464	-16394	12681
	-324	-188	-2195	22358
	-1662	-1575	16143	17738
	-1275	-955	22358	-327
	234	1226	17235	-18426
	281	2250	-2774	-22369
	-477	1744	-20785	-15881
	-204	1138	-22369	5559
	314	464	-11086	21484
	111	-606	8170	19354
	120	-745	17421	4838
	969	532	11567	-7678
	1933	947	513	-9950
	1807	-630	-4467	-4063
	-98	-1474	-2064	1114
	-2318	174	1419	-557
	-2405	1619	-32	-5024
	-1165	835	-6258	-4751
	-1217	136	-10682	2075
	-1480	890	-6695	11818
	10	821	5570	16089
	649	-294	17738	6291
	-1400	368	18655	-12014
	-2170	2080	5909	-20753
	196	1228	-9469	-13096
	1100	-1215	-15226	141
	-1067	-1398	-10201	9393
	-1736	-24	-425	13030
	54	-253	8519	9775
	87	-1526	12189	753
	-1703	-1706	8858	-7492
	-1144	-936	1529	-10551
	1512	314	-5603	-8901
	1996	1859	-10114	-3287
	-245	2064	-9775	4674
	-1570	718	-3659	10289
	-472	802	5089	9655
	447	2798	10802	2981
	-644	2938	9480	-5931
	-1449	734	1463	-11184
	150	428	-7820	-8344
	1504	2310	-11315	808
	-40	1780	-6324	9218
	-1348	-1155	3189	10562
	808	-1338	9994	4106
	3003	1482	9196	-4882
	1482	1824	2053	-9557
	-914	-1176	-5330	-7350
	-794	-2056	-7864	-1387
	46	871	-5614	3528
	-248	2471	-1955	5166
	-297	-43	720	4663
	308	-2662	2588	3986
	461	-1908	4893	3102
	652	57	7416	65
	1256	68	7394	-5712
	835	-1477	2151	-11097
	-395	-2397	-6804	-11042
	-245	-1368	-13511	-3626
	969	1583	-12429	7056
	1078	4568	-3626	13587
	472	4928	6793	11490
	578	2498	11610	3112
	251	-19	8607	-4696
