	-750	-587	43	32
	-245	264	32	32
	393	977	21	43
	-182	278	32	43
	-628	-1010	43	43
	-456	-1149	21	43
	-671	-827	21	43
	-827	-1351	32	32
	-133	-1616	32	43
	658	-824	32	43
	1086	-811	32	43
	1406	-2069	32	32
	1062	-1941	21	32
	81	303	32	43
	-79	1723	21	43
	772	903	21	32
	1329	-253	21	32
	1409	-486	21	32
	1277	-398	21	43
	311	-292	32	43
	-871	32	43	43
	-521	494	32	54
	663	996	21	54
	619	1185	32	43
	10	608	21	32
	628	10	21	43
	1755	259	43	54
	2017	297	43	43
	1829	-786	21	43
	1665	-1460	32	43
	1013	-753	21	43
	-38	-349	10	43
	-780	-1043	21	54
	-1015	-1037	32	43
	-715	527	21	32
	-40	2083	10	32
	158	2102	32	43
	-357	663	32	43
	-404	-759	10	54
	477	-589	21	43
	1037	595	32	43
	619	753	21	32
	-229	-21	21	43
	-1684	40	32	43
	-3812	666	21	43
	-4434	425	21	54
	-1941	-204	43	43
	931	-212	43	32
	819	221	10	43
	-854	846	21	54
	-1149	1054	43	43
	-953	-177	32	32
	-1542	-1428	21	43
	-780	-371	32	54
	1791	1171	43	43
	2512	447	32	43
	821	-428	32	54
	630	496	21	43
	1731	368	32	32
	114	-1357	32	43
	-2686	-753	21	54
	-1955	1458	10	43
	718	496	10	54
	1075	-2217	21	54
	360	-1766	32	43
	898	573	21	54
	862	841	10	54
	-532	-578	21	43
	-983	-1709	43	32
	-226	-1556	32	54
	436	707	10	65
	1387	2859	21	43
	1916	1351	32	32
	196	-1048	21	43
	-1865	314	10	43
	-1553	2045	32	43
	-892	172	43	43
	-1608	-543	32	43
	-1231	2351	21	43
	305	2493	32	43
	0	-988	32	54
	-775	-745	10	54
	682	2681	21	54
	1458	2031	21	43
	-461	-879	10	43
	-1064	172	10	54
	726	2413	32	54
	816	1010	21	43
	-420	-1127	0	43
	466	-655	21	43
	1307	636	43	54
	-559	1231	32	54
	-1556	1196	21	43
	292	30	21	43
	1146	-912	32	43
	95	256	21	43
	507	1302	21	43
	2146	-32	32	43
	2091	-1119	32	32
	521	60	21	32
	-991	1370	10	32
	-1728	1641	32	43
	-895	1725	32	43
	374	1236	21	43
	-499	305	10	43
	-1952	354	21	43
	-507	636	32	43
	1840	-13	43	32
	1701	-65	21	32
	1108	663	10	43
	1742	-24	32	54
	813	-1105	43	43
	-1387	-316	32	43
	-830	390	32	54
	1482	-278	32	54
	1433	76	32	54
	-128	415	21	43
	-931	-2159	21	43
	-2149	-3743	21	43
	-3222	-595	21	43
	-1310	1616	21	43
	1480	-824	32	43
	709	-1551	32	43
	-1821	2031	21	43
	-1682	3334	21	43
	32	450	32	43
	19	-1600	32	54
	-1018	-1613	21	54
	-983	-1059	21	54
	-406	628	43	54
	-270	1419	54	43
	456	-1078	32	43
	2400	-2282	10	43
	3230	1171	21	43
	1007	3309	32	43
	-1439	780	32	54
	-690	-598	10	43
	567	1037	21	32
	-1542	748	32	43
	-3975	-1256	32	54
	-2651	-1165	21	43
	-486	-368	32	32
	-565	-374	21	43
	-349	1007	10	43
	548	2241	21	32
	-846	54	21	32
	-1977	-2042	21	43
	1026	-297	21	32
	3465	1335	21	32
	961	-166	21	43
	-936	-1439	21	43
	1428	-939	32	43
	2520	-559	32	32
	521	60	21	32
	532	1067	21	43
	2080	374	21	43
	622	-882	21	43
	-1531	-155	21	43
	-496	447	32	54
	966	-532	32	43
	488	60	21	32
	524	1761	32	43
	1540	311	32	54
	1594	-2023	32	43
	1250	-404	21	43
	966	1769	21	54
	-341	10	32	43
	-1007	-2001	32	32
	611	-1157	10	43
	1398	-699	21	43
	-297	-1441	32	32
	-903	-565	32	43
	425	633	32	43
	442	-374	43	43
	-425	-1400	32	43
	185	-832	21	54
	671	-909	32	43
	-8	-1824	54	32
	551	-1449	32	54
	2017	-434	21	54
	1903	-341	21	32
	1436	-374	21	21
	1810	0	21	32
	652	349	32	54
	-1392	1116	32	54
	-483	1736	21	21
	1963	740	21	21
	1870	-371	32	32
	554	398	43	43
	316	920	43	43
	-417	-333	32	32
	-1400	-447	21	32
	-218	1335	21	43
	1190	1600	32	43
	300	229	43	43
	-152	357	32	43
	1409	1357	21	54
	1914	813	21	54
	1138	-196	32	43
	1684	-278	21	43
	1941	-445	21	43
	-106	-775	21	32
	-1493	-584	21	32
	-797	-655	32	43
	-969	-554	21	32
	-1927	1261	21	32
	-1023	2678	32	54
	264	901	21	65
	-101	-1234	21	43
	-155	-322	21	32
	600	1111	32	32
	-101	423	21	43
	-1318	-346	21	54
	-1305	-270	32	54
	-2184	-1114	21	32
	-3962	-1878	21	32
	-2452	-622	21	43
	1305	679	10	43
	1518	365	10	32
	-1007	488	32	43
	-1040	1226	21	43
	423	98	21	32
	-65	-1553	21	32
	-453	-379	21	43
	1250	1867	21	43
	2061	1687	21	43
	846	592	32	32
	598	1062	32	43
	1507	1258	21	43
	663	-395	21	43
	-1616	-1485	32	43
	-2274	-472	32	43
	-608	480	32	43
	1469	-60	21	43
	2149	-436	21	32
	1078	666	32	32
	-354	1747	32	43
	-565	707	21	43
	-51	-1687	10	43
	-226	-1977	32	32
	-633	1220	32	32
	-92	4207	21	43
	649	3142	21	43
	27	79	21	43
	-1641	-679	21	43
	-2572	237	32	32
	-2091	-76	43	43
	-1338	-311	32	43
	-1209	1643	32	32
	-955	2872	32	32
	-32	742	21	43
	398	-993	32	32
	-294	884	32	32
	-723	2536	21	43
	-218	838	10	54
	-57	-297	21	54
	-548	1654	21	32
	-365	2318	21	21
	540	-491	32	32
	783	-2001	32	43
	-5	221	32	43
	-1045	2069	32	54
	-1430	1160	43	54
	-469	95	21	43
	1023	207	10	43
	999	122	32	43
	-229	-35	43	54
	57	674	21	54
	1594	1206	21	43
	947	750	21	32
	-1941	483	21	43
	-3162	759	10	54
	-1600	442	21	54
	-341	-297	21	43
	-1002	-308	32	43
	-1654	152	32	43
	-647	354	21	54
	1051	614	21	54
	1750	827	32	65
	1392	152	43	54
	909	-887	32	43
	199	-950	21	32
	-1054	-387	21	43
	-1436	-240	10	43
	13	-43	21	43
	1204	360	43	32
	417	-707	43	43
	-704	-3358	21	54
	-1193	-4319	21	43
	-2277	-1859	32	32
	-2635	963	21	32
	-51	1004	21	43
	2017	-458	32	43
	-551	-636	21	43
	-3680	475	10	54
	-2037	901	32	54
	933	-278	43	43
	447	-1788	32	43
	-797	-1581	21	54
	19	98	32	43
	491	409	32	32
	232	-1108	21	32
	1578	-775	21	43
	2236	2370	21	32
	-630	3530	32	32
	-2757	589	32	43
	-562	-1875	21	32
	1084	-1299	21	43
	-1493	-1037	32	43
	-3697	-2375	43	43
	-2195	-2359	32	54
	-256	-772	32	54
	158	-40	21	43
	748	218	21	43
	1010	715	32	54
	-390	-357	43	54
	-1075	-2028	43	43
	794	-543	21	43
	2449	2392	21	54
	1911	1529	32	43
	1460	-1810	32	32
	2291	-2244	21	43
	2078	-92	10	54
	163	963	10	54
	-712	936	21	43
	573	939	21	32
	1608	5	21	43
	846	-1493	21	54
	-51	-1627	21	43
	182	-584	32	32
	253	431	21	32
	-344	1223	10	32
	417	988	21	43
	2804	-562	32	43
	3495	-1125	21	54
	1059	-24	21	43
	-1234	-248	21	43
	-835	-2039	10	43
	655	-1900	10	43
	1362	-185	32	32
	1597	-423	43	32
	1485	-1616	10	43
	595	-895	0	54
	-232	-24	21	43
	-98	-939	32	32
	425	-1291	21	32
	1037	-221	21	43
	2187	-264	21	54
	3033	-1163	21	43
	2266	-425	21	43
	805	933	21	43
	434	876	21	32
	764	592	21	32
	415	1135	21	43
	-262	1239	21	43
	-35	745	32	32
	851	638	32	32
	1004	532	21	43
	65	196	21	43
	-688	344	32	54
	-221	379	32	54
	696	-185	21	32
	778	114	32	32
	128	1152	32	43
	-363	690	21	43
	-341	-324	21	32
	308	835	32	32
	1619	2422	32	32
	2774	1414	21	32
	2676	-404	21	32
	1297	-704	21	54
	-491	-969	21	54
	-1600	-1799	21	43
	-1264	-1280	32	32
	-218	283	32	32
	-221	1078	32	43
	-1108	1187	43	43
	-953	608	43	32
	147	-1023	32	32
	327	-1398	10	43
	-141	830	10	43
	240	2080	21	43
	750	251	32	32
	-32	-1600	32	32
	-1469	-2206	32	32
	-2241	-3063	21	32
	-1646	-2220	21	43
	516	1744	32	43
	2427	4008	32	43
	1540	1925	32	43
	-617	76	10	43
	-415	270	10	32
	1043	-551	32	43
	608	-761	43	54
	-27	2706	32	54
	1441	5210	32	43
	2228	2706	43	32
	581	182	32	32
	-210	854	21	43
	666	346	32	54
	-92	-1818	32	43
	-1796	-783	21	43
	-649	2241	21	43
	2072	2225	21	43
	2367	491	10	43
	510	606	10	43
	-1048	1264	32	43
	-1460	868	32	32
	-393	562	21	32
	1056	633	21	32
	109	1089	21	32
	-2312	2640	21	43
	-2056	3162	21	43
	-62	611	32	43
	-789	-1332	32	43
	-2790	286	32	54
	-1859	1447	32	65
	-98	-54	21	32
	-1048	-46	10	32
	-2050	1963	32	43
	-434	1619	32	54
	756	226	21	43
	-521	1979	21	43
	-1387	3809	32	54
	-305	1556	32	43
	434	-914	21	43
	-376	338	21	54
	-1114	1982	32	43
	-412	1234	32	21
	868	584	32	32
	723	1277	21	54
	-1073	1261	32	43
	-1946	193	21	32
	-458	-182	10	43
	917	636	21	54
	122	1682	32	43
	-985	1996	32	43
	-442	1534	21	43
	630	1105	21	43
	464	740	32	54
	-1220	-311	43	54
	-3238	-1026	21	32
	-3369	147	10	32
	-1193	1436	21	43
	259	423	43	54
	-488	-1073	43	54
	-587	-420	21	43
	955	1163	21	32
	1078	1774	32	43
	-338	1755	32	54
	-128	1135	21	43
	882	-458	21	32
	-128	-1635	32	43
	-1253	-1253	32	43
	-308	-193	21	43
	65	671	21	54
	-1114	649	21	43
	-606	-1381	32	32
	1015	-3915	32	43
	-278	-3394	32	54
	-2752	-212	21	43
	-1791	1731	10	32
	316	1444	10	32
	-1144	617	32	43
	-3724	-144	32	43
	-2555	-412	21	32
	816	111	10	32
	1916	-144	21	43
	294	-1144	32	54
	-1564	-117	21	43
	-1873	1851	10	43
	-283	963	21	43
	1630	-352	21	43
	1141	1971	21	43
	-1813	3517	21	32
	-3648	-30	32	32
	-2222	-2889	32	43
	-111	-1081	21	32
	-264	-532	10	32
	-1387	-3375	10	43
	-914	-3405	21	43
	240	-111	32	32
	-136	1013	21	32
	-1182	655	10	54
	-901	1657	10	43
	158	969	21	32
	709	-1725	10	32
	1004	-641	0	32
	974	3388	21	32
	101	3112	43	43
	-196	-655	32	43
	1261	-1277	21	32
	2078	712	21	32
	253	1032	32	54
	-1641	562	21	54
	-1111	912	10	43
	-57	275	21	43
	-327	-1346	32	54
	-387	-1619	21	54
	518	-622	21	43
	436	335	21	43
	-942	1133	21	32
	-1111	1089	10	32
	690	-92	21	54
	1895	-527	32	43
	830	60	32	32
	-638	-690	32	43
	-341	-2217	43	54
	723	-1613	43	43
	570	24	32	43
	-144	-275	21	32
	128	-1280	10	32
	603	-734	0	32
	144	13	10	54
	-251	-371	32	54
	51	-603	32	54
	62	-212	21	65
	98	-133	21	54
	1215	5	32	43
	1843	775	32	54
	324	1297	21	54
	-1351	1116	32	43
	-1332	753	32	43
	-1340	120	21	43
	-2239	-636	21	32
	-1845	-401	32	32
	92	619	21	43
	789	835	21	32
	-529	92	21	21
	-1717	-611	32	43
	-1531	-1204	32	54
	-598	-1455	32	43
	125	-436	21	43
	16	972	21	54
	-636	731	21	54
	-912	-491	21	43
	-737	-360	21	43
	-423	783	32	43
	578	950	43	54
	1977	188	21	65
	1826	-483	21	54
	-218	-1422	32	43
	-1815	-2722	21	43
	-1690	-3022	21	54
	-1108	-1843	21	54
	-1163	-393	32	43
	-1398	412	32	43
	-996	354	32	43
	24	-625	32	43
	439	-1510	32	43
	-510	-988	21	43
	-1220	65	32	43
	-150	-125	32	43
	1010	-1176	32	32
	297	-2083	32	32
	-972	-3041	32	32
	-1116	-2891	21	32
	-658	191	10	54
	-128	3634	32	54
	363	3178	32	32
	8	532	10	32
	-638	-62	10	54
	24	259	43	54
	600	-548	54	32
	-835	292	21	32
	-1701	3375	21	54
	57	3781	43	43
	1021	860	43	32
	-494	-436	21	32
	-868	-155	32	43
	368	-1968	43	32
	-330	-3336	32	32
	-1717	-379	21	43
	-174	3066	21	43
	1736	2512	21	43
	234	442	10	43
	-2211	-387	21	43
	-2263	-1094	32	43
	-830	-1409	21	65
	314	-62	21	54
	-101	1220	32	32
	-2667	1165	32	32
	-4172	892	32	43
	-1622	-150	21	32
	811	-2495	21	21
	-947	-2962	21	21
	-2435	-458	21	32
	-415	928	10	43
	90	16	10	32
	-2378	13	21	43
	-1966	671	32	54
	1092	-90	32	54
	494	0	32	43
	-2372	2080	21	32
	-1572	2173	10	54
	920	-379	10	65
	275	-1185	32	54
	-1373	-10	32	43
	-502	-32	10	32
	1045	-207	0	21
	636	1116	10	32
	-1015	1217	10	54
	-1875	-832	21	65
	-800	-1591	32	43
	999	-281	43	32
	816	518	32	54
	-1048	557	32	54
	-1425	977	32	32
	-169	1054	21	43
	128	40	10	54
	-641	-1679	32	54
	-1179	-3325	43	43
	-1611	-3020	21	54
	-1389	-196	10	65
	84	1474	32	43
	841	-264	43	43
	120	-1545	32	43
	371	191	21	43
	1343	1474	32	32
	390	581	32	32
	-756	180	21	54
	439	196	10	54
	1155	-1496	21	43
	-199	-2919	21	32
	-232	-1725	21	43
	928	-232	21	32
	-49	-548	21	43
	-729	-1419	21	54
	1605	-2211	10	43
	1990	-3063	21	32
	-1725	-2392	32	43
	-2951	32	32	54
	-144	1365	32	43
	-13	248	32	43
	-2897	-1324	21	43
	-2637	-1414	21	43
	537	-180	21	43
	2124	581	21	43
	1769	-376	21	32
	256	-1236	21	32
	-2108	16	21	43
	-2094	1305	21	43
	857	761	21	43
	1141	726	32	54
	-2200	1250	32	54
	-2760	-1226	21	32
	275	-4366	21	43
	1226	-2689	32	43
	-24	81	21	32
	371	-2034	21	21
	1343	-4090	21	32
	819	-816	21	21
	256	2004	10	32
	-226	649	21	43
	-1523	404	32	43
	-1226	1695	21	21
	1384	-40	21	32
	2181	-1272	32	54
	163	2149	32	32
	-699	3678	32	32
	461	-273	32	54
	1144	-1987	21	54
	972	876	21	32
	316	1204	32	43
	-1062	-1236	32	43
	-1318	-890	21	32
	464	243	10	32
	1236	-1512	21	32
	84	-2493	21	43
	128	-630	21	43
	974	324	32	32
	-251	-182	32	32
	-1215	177	32	32
	944	267	32	43
	2528	-598	32	43
	745	-543	32	32
	-486	-688	32	21
	985	-2392	21	32
	1856	-2331	10	43
	969	141	21	43
	505	297	32	32
	532	-1731	21	32
	84	-1305	21	43
	-2	289	21	43
	428	-445	21	32
	393	-1111	32	32
	259	43	32	32
	551	120	21	43
	557	-570	21	43
	172	652	32	43
	-253	1447	21	43
	-1122	-243	21	54
	-1804	-1119	32	54
	-1168	-573	32	43
	-570	-1772	21	32
	-1182	-2831	21	32
	-895	-557	32	43
	841	1316	21	43
	917	-368	10	21
	-734	-1960	21	21
	-557	-1682	32	32
	1037	-1941	21	32
	761	-1736	10	32
	-486	434	32	32
	-199	1045	32	43
	404	-1015	32	43
	-2	-1381	32	32
	51	305	21	32
	1010	349	10	32
	1600	-423	21	32
	1747	-27	43	43
	1531	-1004	32	54
	412	-3705	10	54
	-371	-4046	21	43
	308	-2072	32	43
	393	-1291	21	43
	-1127	-996	21	43
	-1258	316	32	43
	944	330	32	43
	1960	-1201	32	43
	598	-1234	32	32
	-193	-292	10	32
	633	-701	0	43
	1286	-1040	21	43
	1340	-581	32	43
	1327	-1676	32	32
	628	-2894	21	32
	-674	-324	21	32
	-1125	3470	21	43
	-619	3246	32	43
	-376	723	32	32
	-273	177	32	32
	480	507	32	43
	950	-253	43	43
	-139	-196	32	43
	-1597	1551	10	43
	-1280	2419	10	43
	253	1283	21	32
	756	-163	21	32
	412	-1043	32	32
	1070	-1952	32	43
	1881	-2588	10	43
	690	-1545	10	43
	-1094	1272	32	32
	-729	3265	43	32
	417	1875	21	43
	-322	-1496	10	54
	-1316	-3020	21	43
	24	-1758	21	32
	1736	-65	21	43
	513	513	21	43
	-2569	264	21	54
	-3528	-436	21	54
	-914	-1286	10	54
	2331	-1889	10	43
	2547	-2094	21	32
	319	-1414	21	21
	-750	346	21	32
	-264	1460	21	54
	-704	516	32	54
	-1116	-559	21	43
	854	240	21	43
	2269	1338	32	43
	-172	1114	32	43
	-2342	838	21	32
	-95	1015	10	32
	2293	188	32	32
	903	-1056	43	32
	-131	-559	21	43
	1845	1081	21	54
	2206	1591	43	43
	-783	696	32	32
	-1974	-540	21	43
	521	-1250	32	43
	2375	-578	32	32
	1564	999	21	32
	344	1362	21	32
	-300	363	32	43
	-813	218	21	43
	-327	682	10	43
	1302	-841	21	32
	2094	-3424	21	32
	1277	-3123	21	32
	409	141	10	43
	305	2189	10	43
	365	1245	10	43
	638	-70	10	43
	1389	431	21	43
	1706	1643	43	43
	1045	1753	43	32
	505	947	21	32
	742	202	32	54
	966	-647	43	54
	1064	-1720	32	43
	1676	-1701	10	32
	1952	-122	32	43
	985	928	43	54
	491	95	21	43
	1668	-1056	21	43
	1993	-1359	32	43
	-180	-1556	32	43
	-1862	-1094	21	43
	-868	1103	43	43
	226	2405	43	32
	-677	60	21	32
	-1673	-2394	32	21
	-791	-491	32	32
	1354	2659	21	43
	2891	2067	21	32
	1916	-51	32	32
	-1176	305	21	32
	-2577	1340	21	43
	-740	838	43	32
	311	693	43	32
	-1174	865	21	32
	-797	-1125	10	43
	2482	-2889	21	54
	3342	-740	21	43
	789	1545	21	32
	-32	-507	10	32
	1638	-2460	21	32
	1774	283	32	43
	202	3334	32	43
	-767	2643	32	32
	-1564	1447	32	32
	-2028	1575	32	32
	-259	652	32	32
	1826	-32	21	43
	731	2192	21	54
	-1313	3883	10	43
	-393	1780	10	43
	1523	-262	10	32
	909	456	21	32
	-846	420	43	43
	-1004	-1327	54	43
	103	-1056	32	32
	1089	993	10	43
	1392	1015	21	54
	922	-628	21	54
	267	-1018	21	43
	-24	-281	21	32
	-316	253	32	32
	-346	821	21	32
	753	1537	21	32
	1742	1736	32	32
	851	882	32	21
	-259	-1152	32	32
	761	-2689	32	43
	2222	-1234	10	54
	1567	1753	21	54
	-27	2110	43	54
	-447	98	32	43
	-240	-797	0	32
	-395	-636	10	21
	-352	-928	21	32
	193	-267	21	43
	385	1501	32	43
	-215	1665	43	32
	-922	480	32	32
	-1073	300	10	32
	-985	-35	21	32
	-1217	-1589	32	43
	-1305	-1600	10	54
	-644	65	10	43
	-125	-354	21	32
	-562	-2209	21	32
	-718	-1548	21	43
	311	368	32	43
	977	174	43	32
	398	-674	32	32
	133	-270	21	43
	669	-150	21	54
	447	-581	21	54
	-494	-174	21	54
	-458	51	21	43
	412	-562	21	32
	529	19	21	32
	-161	1553	32	32
	-445	1430	32	43
	303	292	32	54
	1641	-70	21	43
	2359	-1032	32	43
	1714	-2820	32	43
	636	-2566	32	43
	87	-543	32	43
